station_name,city,zip,county,level2_ports,dcfc_ports,total_ports,likely_busy_score
San Luis Obispo County Air Pollution Control District,San Luis Obispo,93401,San Luis Obispo,1,0,1,0.25
North Highlands Library,Antelope,95843,Sacramento,1,0,1,0.25
Gateway Oaks Metro Center,Sacramento,95833,Sacramento,1,0,1,0.25
City of Vacaville - Cultural Center,Vacaville,95687,Solano,1,0,1,0.25
KUIC Radio - Parking Lot,Vacaville,95688,Solano,1,0,1,0.25
Elk Grove Kia,Elk Grove,95758,Sacramento,1,0,1,0.25
CVS Pharmacy,Granite Bay,95746,Placer,1,0,1,0.25
Carmichael Library,Carmichael,95608,Sacramento,1,0,1,0.25
Rio Vista City Hall,Rio Vista,94571,Solano,1,0,1,0.25
City of Vacaville - Police Headquarters,Vacaville,95688,Solano,1,0,1,0.25
Nut Tree Village,Vacaville,95688,Solano,1,0,1,0.25
University Covenant Church,Davis,95618,Yolo,1,0,1,0.25
Super 8 - Ukiah,Ukiah,95482,Mendocino,1,0,1,0.25
Lithia Nissan - Clovis,Clovis,93612,Fresno,1,0,1,0.25
Autocom Nissan - Concord,Concord,94520,Contra Costa,1,0,1,0.25
Nissan of Duarte,Duarte,91010,Los Angeles,1,0,1,0.25
Mossy Nissan - El Cajon,El Cajon,92020,San Diego,1,0,1,0.25
Mossy Nissan - Escondido,Escondido,92029,San Diego,1,0,1,0.25
McCrea Nissan,Eureka,95501,Humboldt,1,0,1,0.25
Lithia Nissan - Fresno,Fresno,93710,Fresno,1,0,1,0.25
Gardena Nissan,Gardena,90247,Los Angeles,1,0,1,0.25
South County Nissan,Gilroy,95020,Santa Clara,1,0,1,0.25
Pedder Nissan,Hemet,92545,Riverside,1,0,1,0.25
Razzari Nissan,Merced,95340,Merced,1,0,1,0.25
Nissan of Mission Hills,Mission Hills,91345,Los Angeles,1,0,1,0.25
Central Valley Nissan,Modesto,95356,Stanislaus,1,0,1,0.25
Napa Nissan,Napa,94559,Napa,1,0,1,0.25
Mossy Nissan,National City,91950,San Diego,1,0,1,0.25
Crown Nissan,Redding,96002,Shasta,1,0,1,0.25
Raceway Nissan,Riverside,92507,Riverside,1,0,1,0.25
Tracy Nissan,Tracy,95304,San Joaquin,1,0,1,0.25
Nissan of Vacaville,Vacaville,95687,Solano,1,0,1,0.25
Vallejo Nissan,Vallejo,94590,Solano,1,0,1,0.25
Valley Hi Nissan,Victorville,92394,San Bernardino,1,0,1,0.25
CITY OF DUBLIN LIBRARY MIDDLE,Dublin,94568,Alameda,1,0,1,0.25
Amador Transit,Sutter Creek,95685,Amador,1,0,1,0.25
Nissan of Burlingame,Burlingame,94010,San Mateo,1,0,1,0.25
Nissan of Burlingame,Burlingame,94010,San Mateo,1,0,1,0.25
CITYOF CAMPBELL 2NDST GARAGE UL,Campbell,95008,Santa Clara,1,0,1,0.25
Dublin Nissan,Dublin,94568,Alameda,1,0,1,0.25
Momentum Nissan,Fairfield,94533,Solano,1,0,1,0.25
OMP Sanders Rubbercraft,Long Beach,90808,Los Angeles,1,0,1,0.25
Empire Nissan,Ontario,91761,San Bernardino,1,0,1,0.25
Scripps Green Hospital,La Jolla,92037,San Diego,1,0,1,0.25
Hyatt Regency Long Beach,Long Beach,90802,Los Angeles,1,0,1,0.25
Courtyard Marriott - Oxnard Ventura,Oxnard,93030,Ventura,1,0,1,0.25
Hyatt at Fisherman's Wharf,San Francisco,94133,San Francisco,1,0,1,0.25
Mark Hopkins InterContinental Hotel,San Francisco,94108,San Francisco,1,0,1,0.25
Lake Casitas Municipal Water District - Recreational Area,Oak View,93022,Ventura,1,0,1,0.25
LA County DPW Imperial,South Gate,90280,Los Angeles,1,0,1,0.25
San Luis Obispo County Air Pollution Control District,San Luis Obispo,93401,San Luis Obispo,1,0,1,0.25
North Highlands Library,Antelope,95843,Sacramento,1,0,1,0.25
Gateway Oaks Metro Center,Sacramento,95833,Sacramento,1,0,1,0.25
City of Vacaville - Cultural Center,Vacaville,95687,Solano,1,0,1,0.25
KUIC Radio - Parking Lot,Vacaville,95688,Solano,1,0,1,0.25
Elk Grove Kia,Elk Grove,95758,Sacramento,1,0,1,0.25
CVS Pharmacy,Granite Bay,95746,Placer,1,0,1,0.25
Carmichael Library,Carmichael,95608,Sacramento,1,0,1,0.25
Rio Vista City Hall,Rio Vista,94571,Solano,1,0,1,0.25
City of Vacaville - Police Headquarters,Vacaville,95688,Solano,1,0,1,0.25
Nut Tree Village,Vacaville,95688,Solano,1,0,1,0.25
